User31	97.41315960884094
User19	94.29762125015259
User34	94.19999837875366
User36	97.29285478591919
User15	96.86190485954285
User32	95.36578893661499
User28	97.25714325904846
User07	94.92631673812866
User29	94.20714259147644
User27	94.86428678035736
User20	93.97142767906189
User09	90.95238149166107
User01	93.6637419462204
User24	97.64285624027252
User26	91.45416498184204
User22	95.59761822223663
User11	90.15000104904175
User05	94.67894613742828
User16	94.39130485057831
AllUsers	89.46707252170653
