92.0982,-4.6516,-1.0994,60.5992,20.9589,15.1047,-4.9697,10.919,-12.9546,+
-10.5461,8.7577,29.9643,23.4921,-24.2185,11.3582,-9.8937,-15.1901,4.5952,+
147.4446,71.4162,-78.6661,15.4058,-14.6095,11.2362,-16.828,-18.8452,-4.4473,+
45.6365,78.3054,-21.6644,74.7353,-10.7129,-14.124,9.9433,-13.9368,2.555,+
-52.3697,81.4405,57.1333,18.928,-3.32,16.2988,-7.1186,-19.0757,-13.8619,+
5.9399,64.3636,-25.2826,4.2214,31.0258,-1.74,-28.8438,17.787,-0.91268,+
-10.4451,74.1553,-73.079,12.8314,-3.5265,-19.5128,-13.3573,-18.3207,-6.163,+
8.3581,37.3158,-42.6757,9.049,-36.1669,-8.7361,-8.3374,10.641,-0.059165,+
48.86,1.0048,-13.1058,9.1558,5.2447,-32.9376,24.9247,-9.4534,-4.5432,+
34.6483,-57.5432,-82.39,20.1651,9.3683,25.3898,1.0653,-12.318,-6.6744,+
-18.9501,75.0406,-76.0492,57.2918,15.1611,20.8544,11.5434,-20.9556,-3.0351,+
-53.1201,73.314,-29.4842,46.7864,-1.5473,18.1637,-10.3568,-13.7807,-4.0999,+
66.3801,193.2606,-62.8625,41.3108,14.335,32.6961,-27.6798,53.233,-6.0078,-
19.6622,-5.9575,93.1951,88.2204,-30.7771,10.857,-52.2187,-12.4899,7.1421,-
-8.7486,101.185,-40.9508,-80.2199,-82.0839,-29.3843,18.0285,32.977,21.0432,-
-43.6316,-9.6136,-61.0067,-38.563,21.479,-3.7542,-20.3806,-10.8035,29.0848,-
44.0716,-129.2833,8.2912,-25.9701,26.3658,19.8654,16.9742,-14.3493,28.1089,-
180.1162,-84.8534,125.0935,-73.0837,-17.3502,10.0086,-48.9695,42.5339,6.6275,-
-85.0018,-60.5795,-36.0285,10.5864,-52.2364,19.0207,-10.0797,12.6024,-7.6547,-
-159.0141,-18.1438,-97.9124,-65.8709,71.2156,-2.8411,-60.7032,24.3667,6.1284,-
22.1344,-102.9115,-66.251,64.2518,-63.5152,-10.5476,-11.0947,38.6757,27.1755,-
-93.3656,85.6205,75.5063,18.7559,16.6012,7.4132,-8.9988,-14.2293,7.2422,-
-78.9263,46.3398,76.4776,71.0307,53.4728,-37.4705,12.4183,49.2422,20.1742,-
-26.6075,-61.7226,-94.4859,27.9313,-56.9337,-20.6333,-48.4015,8.3387,-3.3632,-
-115.1346,-63.1037,190.7796,164.7262,140.063,-73.3323,-31.2621,16.0899,84.1029,-
-36.1191,152.5913,121.2283,133.8138,148.816,-67.5987,-6.8758,0.13966,55.7675,-
-45.625,48.2751,81.943,114.6543,169.9951,-75.8198,37.1069,20.8095,62.4906,-
-80.1716,-152.2088,154.4859,173.551,170.1127,-62.4244,-2.2361,6.0605,59.9905,-
57.5147,-89.0278,51.9683,172.6554,118.1883,-72.6529,-3.3913,15.3488,46.8801,-
-19.8599,-152.8661,127.1708,124.1475,136.0849,-94.698,35.9498,-11.1675,73.8385,-
-84.7879,-137.6704,130.1827,48.3843,207.5217,-25.7069,1.4408,2.5118,53.4444,-
21.4596,-121.952,80.5258,68.7512,89.0288,-83.1364,-3.4882,26.4206,60.7995,-
-29.9975,-97.8295,188.6932,138.3864,169.932,-127.174,10.9838,-8.2837,49.3484,-
118.917,-152.2259,80.2941,127.3166,203.7974,-106.537,-7.0746,32.4391,48.8195,-
-8.5599,-123.1625,136.3796,118.1525,181.1459,-72.6711,-10.2681,20.5494,68.0919,-
