ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85
Action 48,EMG3L,0,0,-2,-1,-2,-1,0,-3,-1,0,0,-2,-1,0,-2,0,1,-1,-2,0,-1,-2,-1,-1,-3,-2,-1,-2,1,-2,-2,-3,-2,-1,0,-2,-1,-2,-1,-2,-3,-2,0,-3,-2,-1,-1,-1,-1,-2,-3,-1,-1,-1,-1,-1,-2,-1,-1,0,-1,0,-1,-3,-2,-2,1,1,-2,0,-1,-1,-2,1,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG4L,2,-1,-1,-1,-1,-1,-2,0,-2,-4,-1,0,-1,-3,0,-2,1,-1,-1,-3,0,-2,0,2,-1,-3,-1,0,-3,0,-2,-2,-2,-2,-2,0,-2,-1,-4,-2,-3,-3,0,-3,-2,-1,-2,-1,-3,0,-1,-2,-3,-1,1,-2,0,-3,-3,-1,2,0,-2,0,-1,0,0,-1,-1,0,0,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG5L,-1,-2,-1,-2,1,-2,-1,-2,0,-1,-2,-1,-1,-1,-2,0,-2,0,-1,-1,-2,-2,0,-1,-2,-1,0,-3,-2,-1,0,-3,-1,0,0,-1,0,-2,-1,0,-1,-1,0,-2,-3,1,-1,0,-1,1,-1,-1,0,-1,-1,-2,-2,-1,0,-2,1,-2,-2,-2,-3,-2,-1,0,0,-1,0,-4,-1,2,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG6L,0,-2,0,0,0,-2,-1,-1,-1,-2,-1,-1,-2,-2,-2,-1,-2,0,-1,-2,0,-1,-2,-1,0,-1,0,-2,0,-1,-1,-1,0,-2,-1,-3,0,-3,0,-1,0,-1,-3,1,-2,-2,-1,0,-2,0,-1,-2,-1,-1,-2,-1,-1,-2,0,0,-2,-2,-1,-2,-2,-1,0,-3,0,-2,-2,-3,-1,1,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG7L,-1,-1,-1,-2,0,-1,-3,0,-1,-1,-2,0,-3,-1,-3,-2,-4,-1,0,1,-1,-2,-1,-1,-2,-1,-1,-1,-1,-2,-1,-2,-2,-1,0,-1,0,-3,0,0,-1,0,-5,-2,-1,0,-3,0,0,-1,-3,0,-1,1,1,-1,-2,-2,-2,-3,0,-2,0,-1,-2,0,1,-2,0,-1,-2,0,-3,-1,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG0R,2,-2,0,-2,-2,-1,0,-1,-1,-2,-2,0,0,-1,-1,0,-1,0,-2,-1,-2,0,-1,-1,-1,0,0,-1,0,0,-1,1,-1,-1,1,1,-1,0,-1,-1,-1,0,-1,0,-1,-2,-2,-1,-1,-1,-1,0,-2,-1,0,-3,-2,1,-3,-1,-1,-2,0,-1,0,0,-2,-1,-2,-3,0,0,-2,-1,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG1R,0,0,-2,0,-1,-3,0,-1,-1,0,-1,-2,-1,-1,0,-1,-3,-1,-1,0,-4,0,-1,1,-1,-1,-1,-1,-1,-1,0,-1,-2,-2,-2,2,-1,-1,0,-1,-1,-1,-1,-1,-2,-2,-1,-2,0,0,1,-2,0,0,-1,-1,-1,-1,-2,1,1,-2,0,-2,-2,-2,-1,0,-2,-1,-2,-1,1,0,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG2R,1,-3,-1,-2,-1,-2,-2,-1,-2,-2,0,-1,-2,0,0,0,0,0,-4,-2,-2,0,0,-2,-1,0,-1,0,1,0,-2,-3,-1,-1,-1,-1,-1,0,-1,0,-1,0,0,0,0,-1,-1,-1,1,-1,-2,-1,-1,-2,0,0,0,-1,-1,-3,-2,-2,0,-1,0,0,0,-2,0,0,-3,-5,0,-1,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG3R,1,-4,-1,0,-1,0,-1,0,0,0,0,-1,-1,0,-1,-1,0,-1,-1,-1,-3,1,0,-2,-1,0,-2,-2,0,-1,0,-1,-1,-2,-1,-3,0,-2,-1,0,0,0,-1,0,0,0,-2,-2,1,-1,-1,1,0,-1,-2,-1,-2,0,0,0,1,0,0,1,-1,-1,1,-1,1,-4,0,-3,0,-2,0,0,0,0,0,0,0,0,0,0,0
Action 48,EMG4R,1,-1,-1,-2,0,-2,-3,-1,-2,-1,0,-3,1,-2,0,-1,-1,-2,-2,-1,-1,-2,-1,-1,-1,0,-2,-2,-1,-3,0,-1,1,-1,-1,-1,0,-1,-1,-3,-2,-1,-1,0,0,1,0,1,-1,0,-2,0,0,0,-1,-1,-1,-1,0,-1,0,-2,-2,0,0,-1,0,0,-1,-2,-1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0
