ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44
Action11,ALY,0.1879883,0.1958008,0.284668,0.2753906,0.2783203,0.2807617,0.3115234,0.347168,0.3637695,0.3481445,0.40625,0.3818359,0.4013672,0.4262695,0.3867188,0.3823242,0.3793945,0.3466797,0.3525391,0.3642578,0.3208008,0.3227539,0.3310547,0.3500977,0.3378906,0.2685547,0.2988281,0.1894531,0.1845703,0.2109375,0.1982422,0.2011719,0.190918,0.1816406,0.1933594,0.1835938,0.1845703,0.1899414,0.1855469,0.1938477,0.1889648,0.1884766,0.1870117,0.1938477
Action11,ALZ,-0.1923828,-0.2226563,-0.2446289,-0.09082031,0.06445313,0.121582,0.1015625,0.06005859,0.1196289,0.1665039,0.2739258,0.3144531,0.3271484,0.3066406,0.2929688,0.2773438,0.234375,0.1772461,0.1630859,0.1782227,0.09472656,0.0234375,-0.04199219,-0.09716797,-0.09863281,-0.2270508,-0.2211914,-0.1630859,-0.1577148,-0.1826172,-0.2094727,-0.2026367,-0.1870117,-0.1958008,-0.171875,-0.1557617,-0.1630859,-0.1640625,-0.1655273,-0.1738281,-0.1660156,-0.1533203,-0.1567383,-0.1611328
Action11,ARX,-0.4858398,-0.7705078,-0.5561523,-0.5126953,-0.5673828,-0.6811523,-0.7866211,-0.8554688,-0.8955078,-0.8295898,-0.921875,-0.8959961,-0.8725586,-0.8671875,-0.8481445,-0.8647461,-0.8837891,-0.8769531,-0.9277344,-0.9907227,-0.9472656,-1.02002,-1.000488,-0.9731445,-0.9916992,-1.009277,-0.9941406,-0.9814453,-1.000977,-0.9921875,-1.001465,-0.9980469,-0.9960938,-0.9936523,-0.9995117,-0.9990234,-0.9960938,-0.9995117,-0.9956055,-0.9956055,-1.001953,-1.001953,-0.9931641,-1
Action11,ARY,-0.265625,-0.4902344,-0.4106445,-0.4033203,-0.2641602,-0.4384766,-0.4462891,-0.4692383,-0.4819336,-0.4438477,-0.4047852,-0.3920898,-0.3950195,-0.378418,-0.3754883,-0.3774414,-0.3515625,-0.3740234,-0.3222656,-0.34375,-0.3613281,-0.300293,-0.3232422,-0.315918,-0.3164063,-0.2646484,-0.2539063,-0.2167969,-0.2294922,-0.2270508,-0.2241211,-0.2158203,-0.2084961,-0.2114258,-0.2094727,-0.2036133,-0.2026367,-0.1992188,-0.2001953,-0.2094727,-0.2080078,-0.203125,-0.1938477,-0.1943359
Action11,ARZ,0.5629883,0.6279297,0.9980469,0.9047852,0.6015625,0.5927734,0.5986328,0.5932617,0.5717773,0.5561523,0.4472656,0.4580078,0.4741211,0.4555664,0.4204102,0.3745117,0.3076172,0.2890625,0.2749023,0.2885742,0.2158203,0.1630859,0.06396484,0.009765625,-0.06103516,-0.0703125,-0.03271484,-0.02587891,-0.03955078,-0.05859375,-0.05664063,-0.05224609,-0.04980469,-0.046875,-0.04492188,-0.02832031,-0.03222656,-0.02734375,-0.02441406,-0.02832031,-0.02978516,-0.03857422,-0.0234375,-0.03417969
Action11,EMG0L,-5,-2,-5,1,-1,-20,1,-1,-14,-11,7,-11,-5,-13,-2,5,2,-3,-1,2,2,5,3,1,3,-6,2,-2,-1,-14,-7,-4,0,-1,3,-2,-1,-3,7,4,-6,-1,6,1
Action11,EMG1L,-3,0,17,-14,-6,-23,-1,-11,-1,-7,-6,-2,0,0,2,0,4,-3,-1,3,-1,5,3,-2,2,-3,0,-4,-1,-5,-6,-1,-1,-1,-3,-1,-1,-2,0,0,-3,-2,0,1
Action11,EMG2L,1,3,27,-23,25,-30,-7,-24,-1,-5,-16,-1,0,13,3,-2,3,-2,2,3,-4,9,2,-1,2,-1,0,-2,-3,-3,-4,-1,-1,0,-1,-2,-1,-1,-3,-1,-3,-1,-1,-3
Action11,EMG3L,11,7,-2,-17,9,-30,-9,-38,0,-8,-23,-1,-2,11,2,0,4,2,5,5,-8,11,6,-1,1,-2,1,-1,-5,-3,-3,1,-1,-1,-1,1,1,0,-2,0,0,-1,-3,0
Action11,EMG4L,0,4,6,-24,-6,-19,-7,-27,1,-9,-12,-2,-4,-4,2,-1,2,-1,5,1,-2,7,2,-1,3,-2,-1,0,-4,0,-2,0,0,2,-2,0,-1,0,-2,-2,-3,0,-4,0
Action11,EMG5L,-2,2,10,-18,-8,-11,-3,-19,1,-9,1,-4,-3,-5,3,-1,2,-2,3,-1,-1,0,2,0,6,0,-1,-5,-3,2,-3,1,-2,3,-1,1,-4,-1,-1,-3,0,-2,-6,4
Action11,EMG6L,-2,0,8,-8,-4,-11,-2,-14,4,-11,11,-1,-7,-2,6,0,0,-3,1,-1,1,2,1,0,4,0,1,-5,-3,7,4,0,-2,4,-3,1,-5,-4,-3,-3,2,-1,-8,3
Action11,EMG7L,1,0,3,-5,-2,-8,1,-7,-5,-10,12,4,-5,-6,2,0,0,-3,1,0,2,1,0,0,1,-2,2,-6,-5,2,3,-3,-1,6,-4,1,-1,-2,0,-1,-1,1,-9,3
Action11,EMG0R,0,10,2,-7,-1,-4,-10,-2,1,-3,0,0,3,-3,0,-4,7,-1,1,-2,0,-1,1,-1,-13,-10,-18,-14,9,-1,2,4,-3,2,-42,6,4,-8,-5,-12,-2,-4,1,2
Action11,EMG1R,4,16,5,-12,1,-4,-9,-4,2,-1,4,-1,8,-2,3,-6,0,-2,1,-4,-2,-3,0,0,-8,-8,-6,-7,7,2,-1,0,-1,1,-18,2,1,-8,-6,-4,-1,-3,0,2
Action11,EMG2R,4,22,2,-23,0,-6,-4,-7,3,2,2,2,8,1,-4,-10,0,-7,-1,-5,-3,-2,-1,2,-5,-5,-4,-3,3,0,0,2,-1,-1,-7,1,0,-3,-3,-3,-1,-2,-1,-2
Action11,EMG3R,11,44,1,-74,-15,-3,11,0,9,0,0,10,-3,10,-17,-19,1,-11,-6,-19,2,-5,0,1,-4,-6,-2,-2,-1,-2,-2,0,-1,-1,-1,-1,-1,-2,-2,-2,-1,-1,-2,-1
Action11,EMG4R,5,19,12,-41,-15,0,-2,0,5,3,4,-10,-4,12,-7,-11,0,-4,1,-5,0,-1,0,0,-5,-2,0,-4,-2,1,-2,0,0,0,1,-1,-2,-2,-2,-1,-1,-2,-1,-1
Action11,EMG5R,3,10,2,-17,-12,-5,0,8,-6,7,7,-1,-2,6,4,-5,-2,-2,2,-6,-2,2,-2,-13,-9,-1,-2,-5,0,1,-7,-2,-1,0,-6,1,0,-4,0,-3,-1,-1,0,-1
Action11,EMG6R,0,8,-2,0,3,-13,-7,1,-2,24,36,-2,-4,-15,20,-3,-1,0,3,-3,-17,19,-2,-37,-15,-1,-9,-7,0,10,-27,-5,-3,1,-17,3,4,-4,0,-7,-7,-4,1,-1
Action11,EMG7R,0,7,-1,-2,1,-5,-7,-1,-2,-6,-2,4,5,-3,2,-3,-2,-1,1,-2,2,-5,1,8,-8,-12,-24,-15,7,-3,6,5,-4,0,-41,7,-1,-9,-4,-15,3,-6,4,0
Action11,GLX,-7.6875,-3.8125,4.5,-5.8125,-38.3125,-78.5625,-74.1875,-46.75,-16.5,-8.5,0.4375,4.875,-3.25,-4.375,3.875,-1.8125,0.875,16.8125,30.6875,26.875,37.125,51.5625,49.5625,7.8125,-8.875,1.625,-7.4375,-6.875,4.875,-12.75,-1.3125,6.5,-0.5,-0.4375,2.1875,1.9375,0.0625,1.75,-1,0.5625,-1.875,-1.1875,-1.5,-1.1875
Action11,GLY,-7.6875,-3.8125,4.5,-5.8125,-38.3125,-78.5625,-74.1875,-46.75,-16.5,-8.5,0.4375,4.875,-3.25,-4.375,3.875,-1.8125,0.875,16.8125,30.6875,26.875,37.125,51.5625,49.5625,7.8125,-8.875,1.625,-7.4375,-6.875,4.875,-12.75,-1.3125,6.5,-0.5,-0.4375,2.1875,1.9375,0.0625,1.75,-1,0.5625,-1.875,-1.1875,-1.5,-1.1875
Action11,GLZ,-7.6875,-3.8125,4.5,-5.8125,-38.3125,-78.5625,-74.1875,-46.75,-16.5,-8.5,0.4375,4.875,-3.25,-4.375,3.875,-1.8125,0.875,16.8125,30.6875,26.875,37.125,51.5625,49.5625,7.8125,-8.875,1.625,-7.4375,-6.875,4.875,-12.75,-1.3125,6.5,-0.5,-0.4375,2.1875,1.9375,0.0625,1.75,-1,0.5625,-1.875,-1.1875,-1.5,-1.1875
Action11,GRX,24.375,-31.6875,-18.375,-31,-72.375,-76.1875,-29.1875,-10.125,-6.5625,-2.1875,-8.5625,-4.375,5.75,0.8125,3.75,3.1875,2.5,-0.125,-28.25,-46.1875,-37.875,-22.8125,-4.125,-3.375,-4.4375,-7.625,5.3125,5.3125,4.5,-7.0625,-12.125,-7.0625,-3.8125,-2.625,-2.6875,0.9375,1.4375,1.75,-0.0625,-0.9375,-1.1875,1.375,1.25,-2.5625
Action11,GRY,24.375,-31.6875,-18.375,-31,-72.375,-76.1875,-29.1875,-10.125,-6.5625,-2.1875,-8.5625,-4.375,5.75,0.8125,3.75,3.1875,2.5,-0.125,-28.25,-46.1875,-37.875,-22.8125,-4.125,-3.375,-4.4375,-7.625,5.3125,5.3125,4.5,-7.0625,-12.125,-7.0625,-3.8125,-2.625,-2.6875,0.9375,1.4375,1.75,-0.0625,-0.9375,-1.1875,1.375,1.25,-2.5625
Action11,GRZ,24.375,-31.6875,-18.375,-31,-72.375,-76.1875,-29.1875,-10.125,-6.5625,-2.1875,-8.5625,-4.375,5.75,0.8125,3.75,3.1875,2.5,-0.125,-28.25,-46.1875,-37.875,-22.8125,-4.125,-3.375,-4.4375,-7.625,5.3125,5.3125,4.5,-7.0625,-12.125,-7.0625,-3.8125,-2.625,-2.6875,0.9375,1.4375,1.75,-0.0625,-0.9375,-1.1875,1.375,1.25,-2.5625
Action11,ORL,8.639623,8.693739,8.728361,8.609824,8.268959,7.477687,7.114789,6.661432,6.491318,6.454056,6.446218,6.442864,6.42877,6.424515,6.430705,6.444619,6.471233,6.551886,6.657461,6.929451,7.343475,7.604658,7.703069,8.107747,8.157543,8.460544,8.58804,8.662003,8.720001,8.733839,8.730286,8.708819,8.678344,8.608037,8.582283,8.567468,8.553777,8.555463,8.556445,8.565762,8.570518,8.570362,8.565265,8.560234
Action11,OPL,7.10059,7.093152,7.032559,6.998293,6.977206,6.912413,6.848491,6.729778,6.665183,6.658289,6.666638,6.677846,6.689678,6.688386,6.687642,6.68865,6.698306,6.727017,6.761123,6.832292,6.915797,6.950665,6.960606,7.001905,7.006536,7.036729,7.025241,7.024968,7.03502,7.045468,7.059454,7.071965,7.07995,7.090058,7.089865,7.091578,7.091796,7.092798,7.093571,7.096545,7.09815,7.099747,7.100468,7.101247
Action11,OYL,8.047112,8.106461,8.136023,8.0266,7.712806,7.038742,6.738617,6.373828,6.227457,6.194781,6.186682,6.176586,6.162456,6.162304,6.166214,6.181559,6.211243,6.27999,6.362736,6.582986,6.951127,7.148916,7.224179,7.556982,7.614924,7.983299,8.119263,8.211134,8.268495,8.295444,8.303072,8.27205,8.235968,8.165911,8.135737,8.116983,8.099113,8.097492,8.098765,8.107197,8.114256,8.115658,8.113798,8.110156
Action11,ORR,4.477757,4.442246,4.391111,4.339401,4.227075,4.07536,4.000674,3.963591,3.953025,3.923563,3.892977,3.882446,3.890849,3.915312,3.921614,3.91393,3.878716,3.794623,3.576421,3.351426,3.13127,2.942869,2.770568,2.659227,2.498379,2.383534,2.290636,2.248152,2.250487,2.266431,2.285706,2.316208,2.341368,2.373762,2.381596,2.395823,2.410331,2.414752,2.42283,2.428129,2.438428,2.44689,2.460327,2.468738
Action11,OPR,5.52121,5.555315,5.67624,5.791116,5.945867,6.071981,6.208035,6.371191,6.457281,6.508115,6.5275,6.538194,6.533084,6.520922,6.514465,6.523151,6.563574,6.633641,6.740197,6.815886,6.889009,6.945638,7.005353,7.043436,7.077486,7.09905,7.111571,7.131635,7.144311,7.155512,7.161674,7.165879,7.169578,7.172742,7.173325,7.173621,7.176016,7.178334,7.180859,7.18206,7.18013,7.179155,7.177185,7.178526
Action11,OYR,4.080265,4.07632,4.059946,4.029227,3.999145,3.972578,3.965833,3.946743,3.948527,3.927604,3.905367,3.904321,3.908847,3.927276,3.932721,3.916524,3.875845,3.775936,3.574159,3.39783,3.235413,3.07431,2.916215,2.802107,2.653667,2.546864,2.452218,2.393549,2.387381,2.409496,2.448931,2.502103,2.536646,2.578295,2.591522,2.606439,2.618026,2.620079,2.627037,2.634817,2.649835,2.658164,2.669264,2.680018
Action12,ALX,-0.9746094,-0.9604492,-0.9667969,-0.972168,-0.9672852,-0.9658203,-0.9804688,-0.965332,-0.9941406,-1.023438,-0.9741211,-0.9370117,-0.9267578,-0.9350586,-0.9555664,-0.953125,-1.001465,-1.126465,-1.018066,-0.9833984,-0.9428711,-0.887207,-0.847168,-0.8378906,-0.8774414,-0.8632813,-0.8676758,-0.8671875,-0.8706055,-0.875,-0.8745117,-0.8745117,-0.8691406,-0.8554688,-0.875,-0.9047852,-0.9331055,-0.9570313,-0.9487305,-0.9716797,-0.9584961,-0.9648438,-0.9648438,-0.9516602
Action12,ALY,0.1791992,0.1879883,0.1860352,0.2001953,0.1889648,0.2026367,0.1870117,0.2231445,0.1992188,0.262207,0.1665039,0.1787109,0.2294922,0.2055664,0.2558594,0.2539063,0.3110352,0.2714844,0.300293,0.315918,0.3325195,0.3339844,0.2963867,0.3452148,0.359375,0.3833008,0.3969727,0.3935547,0.3554688,0.3579102,0.3554688,0.3720703,0.3549805,0.3964844,0.387207,0.3334961,0.3398438,0.3217773,0.2797852,0.3662109,0.2651367,0.2700195,0.2700195,0.296875
Action12,ALZ,-0.15625,-0.1572266,-0.1523438,-0.1513672,-0.1518555,-0.1611328,-0.1630859,-0.1625977,-0.1655273,-0.199707,-0.08691406,-0.08300781,-0.1420898,-0.1582031,-0.144043,-0.1708984,-0.2167969,-0.04345703,0.1088867,0.1821289,0.1723633,0.1616211,0.1821289,0.1938477,0.3354492,0.3320313,0.3735352,0.3852539,0.3588867,0.3422852,0.3408203,0.3349609,0.3110352,0.2314453,0.1772461,0.1635742,0.1748047,0.09765625,0.04589844,-0.1005859,-0.2255859,-0.2436523,-0.2436523,-0.2094727
Action12,ARX,-1.000488,-0.9882813,-1.004395,-1.001953,-0.9941406,-1.003906,-1.069336,-1.116211,-1.269531,-1.136719,-1.052734,-0.7617188,-0.3808594,-0.1552734,-0.1962891,-0.2431641,-0.3666992,-0.4414063,-0.6210938,-0.7446289,-0.8974609,-0.8911133,-0.8969727,-0.8964844,-0.8730469,-0.8837891,-0.8603516,-0.8652344,-0.8588867,-0.8598633,-0.8583984,-0.8696289,-0.8696289,-0.8901367,-0.8901367,-0.9296875,-0.9951172,-1.006836,-1.006348,-1.001465,-0.9794922,-0.9863281,-1.01709,-0.996582
Action12,ARY,-0.2094727,-0.2045898,-0.2294922,-0.2124023,-0.2192383,-0.2451172,-0.3759766,-0.21875,-0.3857422,-0.3964844,-0.4560547,-0.3676758,-0.1845703,-0.2802734,-0.3549805,-0.2988281,-0.3149414,-0.3598633,-0.3276367,-0.4086914,-0.4741211,-0.4008789,-0.4204102,-0.4267578,-0.4116211,-0.34375,-0.3598633,-0.3422852,-0.3442383,-0.3291016,-0.3662109,-0.3623047,-0.3852539,-0.3706055,-0.2739258,-0.3120117,-0.3374023,-0.3051758,-0.3388672,-0.3383789,-0.2900391,-0.2749023,-0.2685547,-0.2495117
Action12,ARZ,-0.01464844,-0.02636719,-0.009765625,-0.008789063,-0.01806641,-0.078125,-0.1689453,0.1572266,0.6381836,0.9116211,0.7504883,0.4282227,0.2714844,0.4790039,0.8066406,0.7548828,0.730957,0.8696289,0.9799805,0.7514648,0.7524414,0.5864258,0.5185547,0.5073242,0.5263672,0.5019531,0.4990234,0.4633789,0.4643555,0.4516602,0.4482422,0.4360352,0.3710938,0.3149414,0.2792969,0.2963867,0.2075195,0.1367188,0.06787109,0.04150391,-0.04296875,-0.03027344,0.02441406,-0.01074219
Action12,EMG0L,-2,0,0,-1,1,-1,-1,-3,2,5,4,2,-2,-5,3,-46,7,-32,-26,21,-11,0,3,-11,-20,-26,-9,-8,20,-8,-11,2,-2,1,2,-2,0,-4,0,0,5,0,-1,5
Action12,EMG1L,1,-1,-2,-1,0,-1,-1,-2,1,7,1,1,-1,-3,0,-14,5,-26,-2,6,8,-2,-8,-6,0,-12,-7,-5,2,4,-5,2,-1,2,4,5,1,-2,2,-3,0,-2,-6,2
Action12,EMG2L,1,-2,-1,-1,1,-1,0,-2,-3,10,-2,1,-1,-1,-5,-21,-26,-23,8,-3,15,1,-10,2,3,-7,-5,8,-2,4,3,-2,2,3,5,6,0,-3,1,-2,-1,-3,-6,1
Action12,EMG3L,0,-2,-2,-1,1,-2,-1,-2,-2,9,-5,1,2,-1,-5,-34,-57,-35,7,-4,12,-1,5,15,14,-6,2,0,4,7,10,2,2,5,-1,0,0,-3,0,-2,1,-1,-6,3
Action12,EMG4L,0,-1,-1,-2,-1,-1,-2,-2,-1,7,-7,0,0,0,-2,-46,2,-27,-13,-4,7,-8,-6,3,-7,-8,-15,-3,1,-1,4,-2,-1,5,3,-1,2,-2,0,-4,3,-1,-6,3
Action12,EMG5L,-5,4,-2,-4,2,0,-4,-3,1,10,-11,3,-1,0,-1,-31,9,-14,-13,-1,4,-3,-10,1,-5,-3,-4,-6,-3,-3,1,1,0,3,0,0,1,-2,-2,-7,5,0,-17,7
Action12,EMG6L,-17,8,-2,-1,5,0,-4,-7,-1,11,-9,2,1,-1,0,-22,1,-14,-6,0,3,3,-4,0,-3,1,-2,-7,-5,2,0,0,-1,1,2,1,2,-2,-1,-10,12,1,-18,4
Action12,EMG7L,-14,4,-1,1,4,2,-4,-3,1,6,-5,2,-4,0,-1,-22,4,-14,-9,7,-2,-2,-6,-6,-4,14,-6,-6,16,-1,-4,-2,-3,2,-1,0,1,-3,-1,-1,10,-7,-9,-3
Action12,EMG0R,-2,-1,1,0,0,26,-34,-11,-44,7,-3,-8,-6,-3,-3,-2,-3,0,5,4,5,1,-4,-3,-3,2,1,-10,-7,5,5,-4,0,0,-1,-2,-2,3,-4,-1,-7,-9,14,1
Action12,EMG1R,-1,-1,-1,0,0,14,-27,1,-58,-3,-10,-29,-11,0,2,-1,-10,4,0,-1,1,-3,-6,-2,3,3,1,-7,-4,1,-3,-2,-1,1,2,-2,-3,3,1,-5,-2,-2,5,-1
Action12,EMG2R,-1,-1,-2,0,-2,8,-3,-11,-62,-17,-20,-63,-10,-10,-1,-2,-12,7,-9,-4,9,-4,2,-2,11,0,-2,-7,-4,3,-8,-1,0,0,3,6,-6,1,-1,-4,-1,-1,4,2
Action12,EMG3R,-2,-1,-1,0,-1,34,-37,-31,-58,-31,-50,-87,35,44,-26,-4,4,0,6,-5,18,3,43,-1,20,16,-7,2,-6,12,-10,1,-4,2,12,8,1,-3,3,2,0,1,1,1
Action12,EMG4R,0,0,-2,-1,1,17,-11,38,-68,3,-9,-75,-16,-1,-2,-4,-5,0,-7,-9,8,-1,3,1,4,-1,2,-4,-1,6,-8,-2,-3,-3,5,5,-6,0,-3,-1,-1,0,2,1
Action12,EMG5R,-2,-2,0,-1,3,4,2,-27,-46,-13,1,-46,-5,-1,2,-2,-3,2,1,4,12,-8,-6,10,0,-8,2,-5,-3,-2,-5,-3,-1,-1,3,1,-6,5,-4,-6,-2,-1,6,0
Action12,EMG6R,0,1,0,-1,0,6,8,-52,-35,-13,-9,-83,-1,-2,-20,-9,-6,-3,4,-6,25,-24,-4,-4,-29,3,6,1,-14,-6,1,-6,1,-1,1,-2,13,13,21,-1,-5,-11,17,-1
Action12,EMG7R,-3,-1,2,1,0,7,0,-12,-31,-2,0,-5,4,-6,-19,-13,-1,-5,-1,-3,3,3,-24,-19,-17,-2,-6,-9,-9,-1,1,-2,-2,0,-1,0,-5,2,-6,4,-6,-8,12,3
Action12,GLX,-4.3125,0.375,2.4375,-3,1.375,-1.125,2.3125,-8.6875,2.5,-17.1875,-4.0625,8.875,-16.9375,-15.3125,4.25,-8.875,-34.1875,-21.5,-11.9375,-34.375,-28.9375,-19.125,-5.875,-7.25,-2.3125,7.9375,-3.8125,-2.9375,7.5,-1.25,-0.0625,-4.25,2.6875,12.125,28.8125,39.6875,56,43.3125,37.3125,31.75,39.5,-19.4375,-19.4375,-74.75
Action12,GLY,-4.3125,0.375,2.4375,-3,1.375,-1.125,2.3125,-8.6875,2.5,-17.1875,-4.0625,8.875,-16.9375,-15.3125,4.25,-8.875,-34.1875,-21.5,-11.9375,-34.375,-28.9375,-19.125,-5.875,-7.25,-2.3125,7.9375,-3.8125,-2.9375,7.5,-1.25,-0.0625,-4.25,2.6875,12.125,28.8125,39.6875,56,43.3125,37.3125,31.75,39.5,-19.4375,-19.4375,-74.75
Action12,GLZ,-4.3125,0.375,2.4375,-3,1.375,-1.125,2.3125,-8.6875,2.5,-17.1875,-4.0625,8.875,-16.9375,-15.3125,4.25,-8.875,-34.1875,-21.5,-11.9375,-34.375,-28.9375,-19.125,-5.875,-7.25,-2.3125,7.9375,-3.8125,-2.9375,7.5,-1.25,-0.0625,-4.25,2.6875,12.125,28.8125,39.6875,56,43.3125,37.3125,31.75,39.5,-19.4375,-19.4375,-74.75
Action12,GRX,-5.3125,-6.1875,4.875,-2.0625,2,-3.3125,62.5,63.4375,64.9375,46.5,32.8125,76.5,13.0625,-22.25,34.1875,-13,-37.375,-36.8125,-40.625,-52.5,-36.25,-3.1875,-12.125,-5.875,-1.9375,-3.9375,2.1875,0,-5.0625,-0.4375,4.5,2.4375,-6.6875,-18,-39.25,-41.0625,2.375,2.375,-14.4375,-6.25,-1.5625,11.25,-0.125,-0.875
Action12,GRY,-5.3125,-6.1875,4.875,-2.0625,2,-3.3125,62.5,63.4375,64.9375,46.5,32.8125,76.5,13.0625,-22.25,34.1875,-13,-37.375,-36.8125,-40.625,-52.5,-36.25,-3.1875,-12.125,-5.875,-1.9375,-3.9375,2.1875,0,-5.0625,-0.4375,4.5,2.4375,-6.6875,-18,-39.25,-41.0625,2.375,2.375,-14.4375,-6.25,-1.5625,11.25,-0.125,-0.875
Action12,GRZ,-5.3125,-6.1875,4.875,-2.0625,2,-3.3125,62.5,63.4375,64.9375,46.5,32.8125,76.5,13.0625,-22.25,34.1875,-13,-37.375,-36.8125,-40.625,-52.5,-36.25,-3.1875,-12.125,-5.875,-1.9375,-3.9375,2.1875,0,-5.0625,-0.4375,4.5,2.4375,-6.6875,-18,-39.25,-41.0625,2.375,2.375,-14.4375,-6.25,-1.5625,11.25,-0.125,-0.875
Action12,ORL,8.534414,8.542014,8.552555,8.555984,8.561914,8.560543,8.550498,8.516112,8.498993,8.532402,8.444645,8.257757,8.138024,8.080839,8.109568,8.196321,8.273928,8.255607,8.101616,7.137497,6.733697,6.494965,6.335668,6.287016,6.253859,6.254999,6.25271,6.244124,6.244212,6.255491,6.256935,6.267124,6.285933,6.394334,6.568742,6.812723,7.096807,7.405568,7.690524,8.077555,8.29853,8.601203,8.601203,8.689336
Action12,OPL,7.098892,7.101035,7.105823,7.108682,7.108973,7.107164,7.104164,7.098257,7.087996,7.065907,7.065024,7.070508,7.069975,7.076048,7.083854,7.093794,7.085666,7.060991,7.056094,6.949567,6.840487,6.718132,6.629134,6.613475,6.614362,6.636518,6.644312,6.64808,6.646599,6.649118,6.654411,6.663834,6.673607,6.703486,6.743195,6.791842,6.832553,6.879485,6.918895,6.96646,6.984725,7.009071,7.009071,7.024911
Action12,OYL,8.089694,8.100281,8.10743,8.114155,8.120682,8.118984,8.108609,8.081782,8.069354,8.108965,8.038875,7.82561,7.712598,7.68796,7.714275,7.812928,7.930276,7.961524,7.820468,6.95612,6.571785,6.347499,6.188531,6.127656,6.09722,6.083691,6.074943,6.070692,6.069062,6.077662,6.080892,6.101616,6.121294,6.215596,6.365938,6.569252,6.791436,7.046898,7.281747,7.597521,7.765476,8.054402,8.054402,8.219231
Action12,ORR,2.563074,2.556682,2.580987,2.59915,2.599051,2.581029,2.441426,2.550026,3.171972,4.023695,4.244898,4.392174,4.504678,4.461005,4.467153,4.486453,4.425795,4.349046,4.232632,4.135869,4.061226,4.031125,4.030386,4.021122,4.012335,4.007738,4.005874,4.012021,4.005343,4.003518,4.005797,3.996968,3.956825,3.821428,3.647012,3.433072,3.149648,2.970926,2.782501,2.635411,2.470267,2.388209,2.366526,2.402231
Action12,OPR,7.158207,7.160401,7.159437,7.161311,7.161942,7.159637,7.141222,7.103955,7.007172,6.549463,5.998918,5.501222,5.117335,5.122379,5.178503,5.226712,5.364023,5.598754,5.958161,6.164616,6.291128,6.407732,6.458374,6.496658,6.520299,6.521827,6.514314,6.504991,6.502008,6.505358,6.514591,6.523229,6.544717,6.607955,6.688207,6.780571,6.893229,6.961101,7.014911,7.044854,7.080159,7.104103,7.121353,7.131806
Action12,OYR,2.838524,2.848757,2.875015,2.892609,2.893338,2.876719,2.665581,2.664547,3.201314,3.985168,4.219298,4.298108,4.330585,4.32073,4.28852,4.24824,4.231668,4.19414,4.096906,4.057791,4.047912,4.057968,4.077106,4.086448,4.075053,4.073041,4.073534,4.071942,4.073515,4.076435,4.075616,4.060095,4.023124,3.900781,3.753947,3.591746,3.323651,3.118297,2.935314,2.802739,2.642052,2.542909,2.516274,2.553863
Action13,ALX,-0.9633789,-0.9760742,-0.9628906,-0.9672852,-0.9672852,-0.9897461,-0.96875,-0.9838867,-0.9794922,-0.9570313,-0.9575195,-0.9770508,-0.9707031,-0.9750977,-0.9116211,-1.054688,-1.057617,-1.037598,-0.9580078,-0.8618164,-0.8691406,-0.7954102,-0.7875977,-0.8217773,-0.8452148,-0.8325195,-0.8383789,-0.8251953,-0.8286133,-0.8222656,-0.831543,-0.8891602,-0.8886719,-1.027344,-0.9775391,-0.8989258,-0.9799805,-0.9584961,-0.9770508,-0.9790039,-0.9848633,-0.9804688,-0.9707031,-0.9648438
Action13,ALY,0.1923828,0.1850586,0.199707,0.2026367,0.1850586,0.2299805,0.1879883,0.1953125,0.1904297,0.2036133,0.1953125,0.2045898,0.2163086,0.2138672,0.3349609,0.3271484,0.3369141,0.3237305,0.3193359,0.3344727,0.315918,0.34375,0.3554688,0.4189453,0.4233398,0.4082031,0.3945313,0.3833008,0.3730469,0.3789063,0.3876953,0.3525391,0.3618164,0.3740234,0.4101563,0.2924805,0.3569336,0.293457,0.2651367,0.1806641,0.2583008,0.1884766,0.2182617,0.2070313
Action13,ALZ,-0.144043,-0.1401367,-0.1606445,-0.1767578,-0.1738281,-0.1274414,-0.1435547,-0.1538086,-0.1577148,-0.1577148,-0.1376953,-0.1274414,-0.1420898,-0.121582,-0.2050781,-0.1098633,0.04492188,0.1962891,0.2495117,0.1987305,0.1591797,0.2055664,0.2988281,0.3740234,0.472168,0.4370117,0.4101563,0.3999023,0.3481445,0.2675781,0.2241211,0.2592773,0.2416992,0.06494141,0.07324219,0.03173828,-0.09863281,-0.2304688,-0.1762695,-0.09814453,-0.0703125,-0.1098633,-0.1679688,-0.1713867
