ActionID,SensorName,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44
Action 1,ALX,-0.9790039,-0.9814453,-0.9697266,-0.9672852,-0.9702148,-0.9580078,-0.9526367,-0.9560547,-0.9472656,-0.9223633,-0.9765625,-1.023438,-0.9990234,-1.069336,-1.041992,-0.9633789,-0.9287109,-0.890625,-0.8881836,-0.8881836,-0.8999023,-0.9199219,-0.9233398,-0.8989258,-0.9272461,-0.9248047,-0.9331055,-0.9311523,-0.9389648,-0.9394531,-0.9335938,-0.9013672,-0.9140625,-0.9448242,-0.878418,-0.8710938,-0.9541016,-0.9931641,-0.918457,-0.9477539,-1.00293,-1.024414,-1.024414,-1.019531
Action 1,ALY,0.2050781,0.21875,0.2094727,0.2080078,0.2143555,0.2055664,0.2084961,0.2197266,0.2148438,0.2573242,0.3105469,0.2675781,0.2358398,0.237793,0.2495117,0.2792969,0.2666016,0.2270508,0.2719727,0.2719727,0.3095703,0.347168,0.3183594,0.3686523,0.3588867,0.3310547,0.3569336,0.3774414,0.375,0.324707,0.3261719,0.3198242,0.3017578,0.3149414,0.3554688,0.3183594,0.2324219,0.2397461,0.3085938,0.3095703,0.1723633,0.2045898,0.2045898,0.3427734
Action 1,ALZ,-0.1181641,-0.1333008,-0.1401367,-0.1293945,-0.1166992,-0.1118164,-0.09912109,-0.1030273,-0.1645508,-0.2167969,-0.3183594,-0.2304688,-0.109375,0.03271484,0.09082031,0.08886719,0.1416016,0.1435547,0.1435547,0.1435547,0.05566406,0.05224609,0.06445313,0.1035156,0.1381836,0.1479492,0.1333008,0.1616211,0.1411133,0.152832,0.1586914,0.1030273,0.1137695,0.1191406,0.09326172,0.06103516,0.06933594,0.09960938,0.1064453,0.03613281,-0.140625,-0.1293945,-0.1293945,-0.07324219
Action 1,ARX,-1.064453,-1.02002,-0.8520508,-0.7817383,-0.5634766,-0.5205078,-0.4023438,-0.421875,-0.2407227,-0.3217773,-0.5327148,-0.6489258,-0.6850586,-0.6694336,-0.6914063,-0.8496094,-0.8706055,-0.8520508,-1.075195,-1.075195,-0.972168,-1.054199,-0.9135742,-0.9931641,-0.9506836,-0.9648438,-0.9379883,-0.9501953,-0.9541016,-0.940918,-0.9213867,-0.9316406,-0.9360352,-0.9321289,-0.9052734,-0.9389648,-0.9077148,-1.031738,-1.070313,-1.016602,-1.031738,-0.9824219,-0.9824219,-0.9814453
Action 1,ARY,-0.3769531,-0.4418945,-0.3623047,-0.347168,-0.2436523,-0.246582,-0.2646484,-0.2265625,-0.3432617,-0.3227539,-0.3115234,-0.3422852,-0.2949219,-0.4130859,-0.2666016,-0.3676758,-0.3530273,-0.453125,-0.4262695,-0.4262695,-0.4614258,-0.3696289,-0.5019531,-0.3896484,-0.3652344,-0.3374023,-0.3510742,-0.3564453,-0.3027344,-0.296875,-0.3144531,-0.3095703,-0.2919922,-0.2651367,-0.2841797,-0.3173828,-0.2651367,-0.1928711,-0.3037109,-0.390625,-0.3530273,-0.2119141,-0.2119141,-0.2915039
Action 1,ARZ,0.625,0.7636719,0.5317383,0.5991211,0.4375,0.4291992,0.3637695,0.4370117,0.6469727,0.5961914,0.8432617,0.7553711,0.7895508,0.7958984,0.6074219,0.6533203,0.527832,0.5292969,0.4726563,0.4726563,0.5039063,0.3691406,0.3867188,0.3237305,0.3632813,0.331543,0.3261719,0.3041992,0.2670898,0.2426758,0.2382813,0.2202148,0.2211914,0.2407227,0.2167969,0.3198242,0.2250977,0.1196289,0.1196289,0.1337891,0.1591797,0.07763672,0.07763672,-0.1079102
Action 1,EMG0L,-1,-1,-2,-2,-2,0,-1,-1,0,11,7,-10,17,-42,30,-18,-11,-3,-11,-11,-2,4,-24,-12,14,-7,12,-24,2,21,-6,-7,0,-11,9,4,2,-3,-25,16,9,4,4,1
Action 1,EMG1L,1,-2,-1,0,-2,1,0,-1,-4,-7,6,1,36,-3,19,-25,-17,4,3,3,-1,-1,15,-12,4,-4,-5,-2,-8,-5,-3,-10,2,-1,4,-13,-1,-23,5,-4,0,-2,-2,-3
Action 1,EMG2L,-1,-1,-1,-2,-1,-2,-1,2,5,-17,8,2,5,-20,-3,-14,-20,7,29,29,-4,-5,15,3,4,-2,-5,-5,-12,2,-7,-21,6,9,2,-20,0,-36,16,-6,1,-4,-4,-4
Action 1,EMG3L,-1,0,-1,-3,-1,-2,-1,4,16,-16,6,-23,25,-23,13,-33,-18,13,21,21,3,-21,10,25,-6,2,1,-8,-16,7,-19,-29,3,12,1,-27,3,-51,8,-1,5,-2,-2,-5
Action 1,EMG4L,-1,-1,-2,2,-1,-2,-3,4,-5,-2,2,-12,39,-30,21,-27,-10,9,6,6,11,-2,-5,11,3,12,7,3,-10,4,-16,-15,1,7,0,-29,1,-24,3,3,0,-2,-2,-2
Action 1,EMG5L,-1,-2,-1,1,-1,-1,0,3,-5,-2,4,-1,36,-18,17,-10,-7,-4,0,0,6,-4,-4,0,8,5,5,2,-4,-1,-11,-7,0,3,-1,-17,-1,-10,-1,2,1,-1,-1,-2
Action 1,EMG6L,-1,-2,-2,0,-1,0,1,0,-2,0,6,-4,17,-13,10,-2,-8,3,-3,-3,0,-11,-6,-9,6,4,5,-4,2,1,-8,-5,-1,9,-1,-9,-2,-5,0,1,-1,-2,-2,-1
Action 1,EMG7L,-2,0,-2,-1,-3,-1,0,-1,-3,6,5,-3,9,-17,9,-6,-7,-1,-5,-5,-4,4,-12,-3,-7,32,-6,-7,-2,4,-7,-5,-2,-7,2,-5,-1,-2,-8,3,1,0,0,-1
Action 1,EMG0R,-1,20,1,-2,-7,-10,-1,3,-2,-3,3,-2,-4,-9,6,3,-10,-16,5,5,-24,7,-19,16,-1,5,-4,34,-7,-5,9,2,0,-1,-3,-1,-10,-4,-5,2,-6,-3,-3,-12
Action 1,EMG1R,-5,28,-2,-2,-9,-12,-6,4,-2,-5,7,4,-5,-1,11,0,-22,-10,2,2,-2,-2,-7,7,0,7,-4,4,-12,-1,8,-1,5,2,0,6,-17,-2,-2,-2,-2,0,-1,-3
Action 1,EMG2R,3,46,-10,3,-2,-21,-5,30,-8,-9,-1,3,0,7,34,-3,-36,5,-7,-7,6,2,-7,0,1,9,4,-7,-7,-2,11,0,9,5,2,8,-30,-1,-2,1,0,-1,0,-1
Action 1,EMG3R,35,62,-43,-9,-26,-34,-40,60,-9,-3,-33,-17,51,3,66,-7,-45,2,8,8,-22,64,-2,1,0,7,9,-16,2,-7,5,1,7,7,3,7,-47,5,3,2,8,9,11,-13
Action 1,EMG4R,14,72,-2,0,-14,-34,1,16,-6,-6,5,7,2,7,19,-1,-32,1,5,5,-2,18,-18,3,6,2,2,8,2,0,6,1,6,1,2,3,-38,5,5,6,1,0,-1,-1
Action 1,EMG5R,-5,31,-6,1,0,-12,2,1,-2,-5,2,10,8,-2,1,3,-23,7,1,1,3,8,-9,6,2,6,-9,3,-5,1,4,1,5,1,1,-8,-6,-3,1,4,-1,0,-2,2
Action 1,EMG6R,-10,4,-5,-1,-32,12,2,-2,0,-4,4,4,-4,2,-15,-15,-4,16,11,11,57,-57,17,17,-51,-6,-9,-18,-13,1,7,2,6,0,-9,-9,17,-23,-3,-6,24,1,-2,2
Action 1,EMG7R,-6,12,-3,-1,-11,-3,-2,1,-1,-5,3,1,-6,-4,4,8,-9,0,-2,-2,-8,-14,0,-9,-2,17,-10,11,13,1,5,-2,3,0,-1,7,-16,-18,-6,0,-7,-1,-4,-15
Action 1,GLX,24.75,10.125,-2.9375,-3.75,-1.5,2.25,1.3125,-0.3125,-6.9375,-17.6875,-78.6875,-77,-53.5,-34.875,-24.1875,-28.375,-55.375,-41.1875,-26.6875,-26.6875,-30.375,-24.5625,-7.4375,9.375,11.6875,3.4375,6.0625,7.6875,-3.1875,3.625,7.125,-6.1875,-10.5625,-6.25,11,18.5625,37.6875,40.3125,45.25,24.8125,21.6875,34.1875,34.1875,30.625
Action 1,GLY,24.75,10.125,-2.9375,-3.75,-1.5,2.25,1.3125,-0.3125,-6.9375,-17.6875,-78.6875,-77,-53.5,-34.875,-24.1875,-28.375,-55.375,-41.1875,-26.6875,-26.6875,-30.375,-24.5625,-7.4375,9.375,11.6875,3.4375,6.0625,7.6875,-3.1875,3.625,7.125,-6.1875,-10.5625,-6.25,11,18.5625,37.6875,40.3125,45.25,24.8125,21.6875,34.1875,34.1875,30.625
Action 1,GLZ,24.75,10.125,-2.9375,-3.75,-1.5,2.25,1.3125,-0.3125,-6.9375,-17.6875,-78.6875,-77,-53.5,-34.875,-24.1875,-28.375,-55.375,-41.1875,-26.6875,-26.6875,-30.375,-24.5625,-7.4375,9.375,11.6875,3.4375,6.0625,7.6875,-3.1875,3.625,7.125,-6.1875,-10.5625,-6.25,11,18.5625,37.6875,40.3125,45.25,24.8125,21.6875,34.1875,34.1875,30.625
Action 1,GRX,14.6875,21.0625,52.9375,67.1875,46.9375,37.1875,-7.6875,-2.5,12.0625,22.5625,-5.125,-41.0625,-42.5625,-54.875,-53.8125,-72.8125,-52.5,-53.75,-30.4375,-30.4375,-9.1875,12.125,-0.375,-5.8125,-7.375,-10.9375,-1,0.8125,1.3125,-1.3125,2.1875,14.375,6.375,1,-7.625,-31.125,-30.8125,-54.5625,-65.5625,-52.4375,-6.0625,-10.6875,-10.6875,-62.3125
Action 1,GRY,14.6875,21.0625,52.9375,67.1875,46.9375,37.1875,-7.6875,-2.5,12.0625,22.5625,-5.125,-41.0625,-42.5625,-54.875,-53.8125,-72.8125,-52.5,-53.75,-30.4375,-30.4375,-9.1875,12.125,-0.375,-5.8125,-7.375,-10.9375,-1,0.8125,1.3125,-1.3125,2.1875,14.375,6.375,1,-7.625,-31.125,-30.8125,-54.5625,-65.5625,-52.4375,-6.0625,-10.6875,-10.6875,-62.3125
Action 1,GRZ,14.6875,21.0625,52.9375,67.1875,46.9375,37.1875,-7.6875,-2.5,12.0625,22.5625,-5.125,-41.0625,-42.5625,-54.875,-53.8125,-72.8125,-52.5,-53.75,-30.4375,-30.4375,-9.1875,12.125,-0.375,-5.8125,-7.375,-10.9375,-1,0.8125,1.3125,-1.3125,2.1875,14.375,6.375,1,-7.625,-31.125,-30.8125,-54.5625,-65.5625,-52.4375,-6.0625,-10.6875,-10.6875,-62.3125
Action 1,ORL,8.226507,8.217987,8.202989,8.184822,8.169571,8.164151,8.162072,8.164725,8.18284,8.215012,8.266817,8.277812,8.263827,8.147296,8.063601,7.842258,7.558435,7.148622,7.051517,7.051517,6.897004,6.804394,6.740911,6.724855,6.723995,6.725256,6.742226,6.748805,6.752765,6.751113,6.755298,6.791245,6.82291,6.883788,6.974602,7.03417,7.227814,7.291299,7.405259,7.466391,7.748381,7.827252,7.827252,7.950226
Action 1,OPL,7.112284,7.104602,7.098664,7.09624,7.095737,7.097749,7.100929,7.105065,7.109122,7.112075,7.105187,7.07738,7.059001,7.034855,7.024456,7.001807,6.971808,6.930499,6.912885,6.912885,6.888676,6.872518,6.869589,6.862343,6.870491,6.884257,6.894366,6.897767,6.894205,6.893996,6.894058,6.906996,6.925747,6.940587,6.942559,6.947769,6.977071,6.985798,6.999572,7.010518,7.041291,7.049331,7.049331,7.057822
Action 1,OYL,7.063777,7.038339,7.022389,7.00768,6.994178,6.986185,6.981894,6.984315,7.007548,7.050046,7.172664,7.327433,7.381987,7.308598,7.237152,7.037482,6.801682,6.456532,6.369587,6.369587,6.237426,6.168278,6.110539,6.082769,6.067986,6.062202,6.073845,6.069764,6.073395,6.069855,6.07021,6.107628,6.152342,6.226017,6.31499,6.366916,6.514778,6.559009,6.626307,6.676359,6.939862,7.001372,7.001372,7.090147
Action 1,ORR,4.10776,4.213719,4.307604,4.399807,4.47057,4.492019,4.486224,4.445542,4.446429,4.456701,4.447143,4.377968,4.343292,4.2469,4.142541,4.020213,3.931,3.826938,3.766689,3.766689,3.72434,3.731082,3.701925,3.701161,3.70298,3.699188,3.70188,3.69875,3.709856,3.711658,3.709261,3.703182,3.680344,3.640763,3.564168,3.478882,3.374843,3.242698,3.110858,3.056687,3.025132,3.035834,3.035834,2.914145
Action 1,OPR,6.475357,6.210482,5.959664,5.741843,5.569575,5.507027,5.463081,5.512842,5.531402,5.568425,5.662301,5.866103,5.931089,6.055354,6.186619,6.303279,6.41537,6.508712,6.588983,6.588983,6.657539,6.723998,6.764485,6.780544,6.786807,6.780194,6.773036,6.767268,6.758152,6.756345,6.75968,6.776546,6.802175,6.836375,6.873917,6.892642,6.90953,6.942282,6.971489,6.981278,7.000491,7.018677,7.018677,7.048715
Action 1,OYR,2.915874,3.028216,3.092097,3.134629,3.164744,3.169712,3.162729,3.129924,3.123533,3.106439,3.085526,3.024553,3.00335,2.931997,2.866304,2.795496,2.760576,2.706234,2.67695,2.67695,2.648541,2.639904,2.609274,2.612945,2.619162,2.630848,2.638615,2.635194,2.645087,2.649699,2.646399,2.621372,2.587129,2.540674,2.463902,2.399091,2.326946,2.240105,2.176055,2.149831,2.135266,2.151832,2.151832,2.116649
Action 2,ALX,-0.9741211,-0.9667969,-0.9838867,-0.9775391,-0.9697266,-0.965332,-0.9794922,-0.9794922,-0.9667969,-0.9697266,-0.9589844,-0.9677734,-0.9711914,-0.9672852,-0.9589844,-0.9394531,-1.041992,-1.041992,-1.073242,-1.083496,-0.9785156,-0.9931641,-0.9853516,-0.8735352,-0.8793945,-0.875,-0.862793,-0.9189453,-0.9418945,-0.9414063,-0.9414063,-0.894043,-0.9042969,-0.8891602,-0.9018555,-0.9121094,-0.9101563,-0.9091797,-0.9023438,-0.9077148,-0.8969727,-0.8852539,-0.9003906,-0.9038086
Action 2,ALY,0.1962891,0.1918945,0.1826172,0.2016602,0.1875,0.1928711,0.1977539,0.1977539,0.1948242,0.1987305,0.1923828,0.1889648,0.2041016,0.2211914,0.2241211,0.3432617,0.2314453,0.2314453,0.2851563,0.2651367,0.3432617,0.2592773,0.2294922,0.2924805,0.2958984,0.3037109,0.3203125,0.3320313,0.3554688,0.3564453,0.3564453,0.4130859,0.4067383,0.3896484,0.3857422,0.3842773,0.3886719,0.3833008,0.3642578,0.3666992,0.3740234,0.3828125,0.3427734,0.3178711
Action 2,ALZ,-0.1210938,-0.1162109,-0.1069336,-0.1430664,-0.1420898,-0.1416016,-0.1162109,-0.1162109,-0.1435547,-0.1430664,-0.1313477,-0.1240234,-0.1323242,-0.1479492,-0.1552734,-0.2446289,-0.2954102,-0.2954102,-0.2490234,-0.02246094,0.07226563,0.08496094,0.1391602,0.1547852,0.152832,0.1313477,0.09912109,0.1464844,0.078125,0.1118164,0.1118164,0.184082,0.2285156,0.2275391,0.2373047,0.2158203,0.2041016,0.2138672,0.2114258,0.1962891,0.1923828,0.1850586,0.1679688,0.1738281
Action 2,ARX,-1.077148,-1.224121,-1.1875,-1.130371,-1.107422,-1.055664,-0.9213867,-0.8447266,-0.6616211,-0.5136719,-0.3515625,-0.3120117,-0.3295898,-0.1225586,-0.2919922,-0.4677734,-0.6040039,-0.6040039,-0.5673828,-0.6411133,-0.6342773,-0.7451172,-0.7709961,-0.9111328,-0.9057617,-1.035156,-0.953125,-0.940918,-0.9526367,-0.9360352,-0.9360352,-0.9086914,-0.9116211,-0.9101563,-0.909668,-0.9082031,-0.9008789,-0.9003906,-0.9033203,-0.8833008,-0.8823242,-0.8945313,-0.9169922,-0.9033203
Action 2,ARY,-0.2949219,-0.2949219,-0.3134766,-0.3510742,-0.3447266,-0.3413086,-0.3554688,-0.3452148,-0.2563477,-0.2426758,-0.2998047,-0.3066406,-0.3442383,-0.3916016,-0.2631836,-0.4052734,-0.3408203,-0.3408203,-0.4165039,-0.3330078,-0.2797852,-0.3066406,-0.3481445,-0.4228516,-0.4780273,-0.4072266,-0.472168,-0.4243164,-0.4770508,-0.453125,-0.453125,-0.3603516,-0.3261719,-0.3359375,-0.3476563,-0.3374023,-0.3496094,-0.371582,-0.3979492,-0.3701172,-0.3325195,-0.3173828,-0.2836914,-0.3447266
Action 2,ARZ,0.2202148,0.3852539,0.5917969,0.5996094,0.6674805,0.7456055,0.7216797,0.5825195,0.4750977,0.4306641,0.4355469,0.3969727,0.6303711,0.6601563,0.5527344,1.040039,0.7324219,0.7324219,0.8637695,0.7915039,0.8305664,0.6616211,0.6508789,0.5341797,0.6147461,0.5112305,0.5273438,0.3969727,0.4228516,0.3764648,0.3764648,0.4267578,0.402832,0.4150391,0.3759766,0.3496094,0.3632813,0.3642578,0.3398438,0.328125,0.3364258,0.2758789,0.2792969,0.2851563
Action 2,EMG0L,-4,0,-2,-1,-2,-2,-2,-3,1,-1,2,-2,-2,2,19,6,26,26,-18,-36,-27,-27,-6,13,-35,0,9,-18,6,-12,-12,-2,8,-25,-8,27,4,-4,-7,0,-1,1,-1,-15
Action 2,EMG1L,-2,-2,-1,-1,1,-1,-1,-1,-1,-1,-1,-2,-3,2,-4,3,36,36,39,-7,7,-19,-5,-3,5,-1,1,-10,-13,-3,-3,9,1,4,-6,-3,0,1,-3,2,2,0,2,-20
Action 2,EMG2L,-3,-2,-2,-1,-1,-1,-2,-2,-1,-2,0,-1,-1,1,-19,-7,74,74,49,23,9,-9,13,1,18,0,-3,-14,-15,-11,-11,25,6,2,-5,-10,3,5,-6,2,5,-2,0,-29
Action 2,EMG3L,-1,-1,-3,-1,-3,1,-1,-1,-1,-1,1,0,-1,-3,-18,-12,62,62,22,37,0,-40,9,-3,23,-2,-2,-15,-21,-6,-6,32,-4,-4,-10,3,6,9,-6,-3,8,-4,-1,-41
Action 2,EMG4L,-2,-2,-2,-1,-2,0,0,0,0,-1,0,0,-1,1,-16,-5,45,45,21,0,-6,-30,12,-2,12,7,9,-14,-23,-13,-13,9,4,-8,-3,9,1,3,-8,-6,4,-2,1,-28
Action 2,EMG5L,-1,-2,-2,0,-4,0,-1,-2,3,0,1,-1,-2,4,-3,-4,33,33,23,-23,-6,-20,8,-1,5,8,11,-9,-17,-8,-8,-5,-1,-3,2,3,-1,3,-6,-3,0,-1,2,-17
Action 2,EMG6L,-5,-3,0,1,-8,-3,1,-4,5,0,5,-1,-2,1,5,5,15,15,22,-25,-5,-10,7,0,0,8,7,-11,-11,-5,-5,-9,-7,-3,2,1,-1,-2,-6,-2,-2,0,0,-10
Action 2,EMG7L,-3,0,-1,1,-6,-1,-1,-4,3,2,4,-1,-3,1,12,-1,16,16,5,-14,-8,-9,0,3,-7,-4,4,-7,-1,-17,-17,-7,-5,4,-3,8,-1,-2,-4,-2,-1,1,0,-9
Action 2,EMG0R,27,10,7,19,-25,19,-5,-6,-16,12,10,11,-5,-2,0,-12,3,3,-1,-3,0,-6,-2,0,2,5,1,-23,6,-4,-4,-2,6,-6,1,-6,-1,1,0,-7,3,6,-3,2
Action 2,EMG1R,28,12,8,25,-51,35,0,-3,-26,17,9,25,-5,-4,2,-24,6,6,4,-2,-6,-10,-1,-4,-6,-1,-6,-8,0,0,0,-5,3,-2,3,0,-5,-4,1,-10,7,3,-5,2
Action 2,EMG2R,2,-14,16,36,-64,45,-2,-21,-44,27,6,38,-12,-14,3,-45,8,8,12,0,-9,-6,15,-13,-13,-5,-2,-4,-9,-2,-2,9,-2,1,6,2,-6,-7,5,-8,9,7,-6,1
Action 2,EMG3R,27,-30,34,32,-61,23,16,-43,-98,54,23,78,-45,-26,37,-89,14,14,19,5,-2,15,69,-23,-23,-2,13,1,-12,-14,-14,25,-7,18,-1,-3,-6,8,7,9,7,10,4,-5
Action 2,EMG4R,57,2,-26,-20,-85,37,-4,-20,-77,45,13,47,-2,-4,3,-53,6,6,7,-1,-2,11,6,-3,-17,-15,9,8,-4,-10,-10,8,-2,3,5,-4,-7,-5,5,4,5,6,5,-1
Action 2,EMG5R,54,-1,-9,1,-36,30,-5,-3,-37,30,8,20,0,-2,0,-27,2,2,1,0,1,13,1,-8,-12,6,13,5,-2,-3,-3,4,-5,-3,4,0,0,-5,0,-2,2,5,4,-1
Action 2,EMG6R,13,4,-1,16,-18,18,5,0,-18,16,1,12,-1,-2,-2,-14,-2,-2,10,-8,-4,-13,-4,-16,-43,23,0,6,-13,-4,-4,-11,-4,-12,-4,-13,1,-5,-2,-10,2,3,1,-2
Action 2,EMG7R,15,6,-1,9,-18,17,-3,-1,-16,16,2,12,-4,-1,0,-10,1,1,5,-7,-6,-6,-3,2,-3,-13,-9,4,1,-9,-9,-4,11,-11,1,2,1,-1,0,-2,2,3,0,-1
Action 2,GLX,-7,-0.5,8.0625,6.0625,3.375,2.9375,3.375,3.375,-3.1875,-7.375,-10.375,-6.4375,-6.4375,-9.9375,-12.5,-29.75,-71.75,-71.75,-56.3125,-29.1875,-23,-48,-45.8125,-41.25,-40.5,-36.25,-24.1875,-9.8125,-6.5,1.8125,1.8125,12.375,10.6875,-4.5625,-4.625,1.375,2.25,1.625,3.875,2.5,-3.25,-0.9375,9.625,27.5
Action 2,GLY,-7,-0.5,8.0625,6.0625,3.375,2.9375,3.375,3.375,-3.1875,-7.375,-10.375,-6.4375,-6.4375,-9.9375,-12.5,-29.75,-71.75,-71.75,-56.3125,-29.1875,-23,-48,-45.8125,-41.25,-40.5,-36.25,-24.1875,-9.8125,-6.5,1.8125,1.8125,12.375,10.6875,-4.5625,-4.625,1.375,2.25,1.625,3.875,2.5,-3.25,-0.9375,9.625,27.5
Action 2,GLZ,-7,-0.5,8.0625,6.0625,3.375,2.9375,3.375,3.375,-3.1875,-7.375,-10.375,-6.4375,-6.4375,-9.9375,-12.5,-29.75,-71.75,-71.75,-56.3125,-29.1875,-23,-48,-45.8125,-41.25,-40.5,-36.25,-24.1875,-9.8125,-6.5,1.8125,1.8125,12.375,10.6875,-4.5625,-4.625,1.375,2.25,1.625,3.875,2.5,-3.25,-0.9375,9.625,27.5
Action 2,GRX,34,41.625,35.125,21.875,11.5625,-2.125,16.5625,47.5,21.625,-4.5625,-25.4375,-9.4375,-10.0625,22.1875,12.875,-3.75,-16.0625,-16.0625,-12.0625,-23.3125,-43.75,-60.5,-60.125,-35.875,-20.125,17.625,-10.5625,-1.25,-10.1875,-0.9375,-0.9375,4.8125,-3.375,-4.75,1.25,4.5,5.125,4.875,9.9375,8.625,0.75,-4.9375,-10.875,-16.8125
Action 2,GRY,34,41.625,35.125,21.875,11.5625,-2.125,16.5625,47.5,21.625,-4.5625,-25.4375,-9.4375,-10.0625,22.1875,12.875,-3.75,-16.0625,-16.0625,-12.0625,-23.3125,-43.75,-60.5,-60.125,-35.875,-20.125,17.625,-10.5625,-1.25,-10.1875,-0.9375,-0.9375,4.8125,-3.375,-4.75,1.25,4.5,5.125,4.875,9.9375,8.625,0.75,-4.9375,-10.875,-16.8125
Action 2,GRZ,34,41.625,35.125,21.875,11.5625,-2.125,16.5625,47.5,21.625,-4.5625,-25.4375,-9.4375,-10.0625,22.1875,12.875,-3.75,-16.0625,-16.0625,-12.0625,-23.3125,-43.75,-60.5,-60.125,-35.875,-20.125,17.625,-10.5625,-1.25,-10.1875,-0.9375,-0.9375,4.8125,-3.375,-4.75,1.25,4.5,5.125,4.875,9.9375,8.625,0.75,-4.9375,-10.875,-16.8125
Action 2,ORL,8.40717,8.401433,8.395923,8.393826,8.386681,8.384428,8.374159,8.374159,8.36068,8.356672,8.363082,8.377805,8.401701,8.415178,8.429065,8.477522,8.462116,8.462116,8.442647,8.344244,8.026775,7.739139,7.570042,7.113613,6.992077,6.792056,6.666638,6.573084,6.543494,6.539948,6.539948,6.550854,6.565082,6.568223,6.564571,6.572348,6.580402,6.595592,6.610311,6.628792,6.649275,6.68695,6.748985,6.830606
Action 2,OPL,7.130919,7.130693,7.128686,7.122158,7.116946,7.114914,7.111141,7.111141,7.111051,7.112751,7.116378,7.120432,7.123618,7.124328,7.124506,7.120641,7.083375,7.083375,7.066573,7.038353,6.997638,6.95876,6.941027,6.862398,6.836581,6.788062,6.757872,6.74231,6.751768,6.759065,6.759065,6.771699,6.780201,6.789605,6.791963,6.794594,6.7952,6.79271,6.790845,6.790975,6.793895,6.797554,6.804834,6.817602
Action 2,OYL,7.415626,7.412219,7.399714,7.382993,7.371278,7.367085,7.352544,7.352544,7.331124,7.333553,7.351362,7.375345,7.406161,7.425652,7.447066,7.521531,7.627226,7.627226,7.639081,7.579435,7.284843,7.034792,6.884018,6.473655,6.366491,6.193917,6.082974,5.992458,5.961257,5.954054,5.954054,5.949137,5.948991,5.951947,5.953551,5.961856,5.968679,5.982152,5.993753,6.009405,6.033188,6.076728,6.137789,6.199468
Action 2,ORR,2.872341,3.239347,3.632518,3.796014,4.03593,4.165981,4.255723,4.330979,4.414301,4.426033,4.401324,4.37334,4.362813,4.363981,4.379972,4.377387,4.343916,4.343916,4.304355,4.253991,4.188025,4.086974,4.011448,3.94625,3.896466,3.884701,3.859011,3.844951,3.804211,3.794935,3.794935,3.798382,3.802666,3.804793,3.812354,3.820954,3.833096,3.840966,3.84284,3.838946,3.827509,3.796481,3.754466,3.689767
Action 2,OPR,7.110187,7.043685,6.929261,6.849389,6.639828,6.399389,6.148609,5.917948,5.60224,5.450919,5.363503,5.344228,5.360997,5.40075,5.516829,5.569947,5.699432,5.699432,5.829714,5.953451,6.067251,6.187441,6.288136,6.374429,6.448594,6.518626,6.568184,6.594184,6.633093,6.63773,6.63773,6.638825,6.632488,6.629568,6.61964,6.616402,6.615588,6.61698,6.619178,6.621417,6.634459,6.658373,6.693105,6.734399
Action 2,OYR,1.756737,2.083871,2.45199,2.614658,2.861766,3.022307,3.12648,3.185688,3.250256,3.286644,3.307117,3.297371,3.285979,3.262834,3.234548,3.230476,3.195887,3.195887,3.142509,3.086747,3.041321,2.986298,2.963761,2.942221,2.910948,2.885448,2.860073,2.84552,2.816054,2.807325,2.807325,2.80232,2.806481,2.811021,2.819057,2.825411,2.832846,2.837779,2.831019,2.822271,2.806015,2.775964,2.740232,2.687632
Action 3,ALX,-0.9575195,-0.9750977,-0.9833984,-0.9838867,-0.9838867,-0.9682617,-0.9741211,-0.9775391,-0.9765625,-0.9418945,-0.9555664,-0.9589844,-0.9658203,-0.9760742,-0.9755859,-0.9702148,-0.9594727,-0.9658203,-1.019043,-1.021484,-1.037598,-1.038574,-0.925293,-0.8725586,-0.8789063,-0.8974609,-0.9052734,-0.9072266,-0.8818359,-0.859375,-0.8974609,-0.8925781,-0.8925781,-0.9003906,-0.8911133,-0.894043,-0.8959961,-0.9052734,-0.8974609,-0.8979492,-0.9003906,-0.8920898,-0.8994141,-0.8994141
Action 3,ALY,0.2148438,0.2070313,0.1977539,0.2001953,0.2001953,0.2070313,0.2075195,0.2026367,0.2011719,0.2036133,0.2128906,0.2119141,0.2089844,0.2089844,0.2119141,0.2280273,0.2602539,0.2739258,0.340332,0.2392578,0.2924805,0.2626953,0.2709961,0.3056641,0.3149414,0.3774414,0.2963867,0.3432617,0.3222656,0.3417969,0.4052734,0.3974609,0.3974609,0.4296875,0.3959961,0.3901367,0.3691406,0.3652344,0.3691406,0.3706055,0.3769531,0.3730469,0.3793945,0.3823242
Action 3,ALZ,-0.1391602,-0.1181641,-0.1113281,-0.112793,-0.1298828,-0.144043,-0.1357422,-0.1298828,-0.1269531,-0.1416016,-0.1362305,-0.1376953,-0.1279297,-0.1357422,-0.1391602,-0.1582031,-0.2294922,-0.300293,-0.3095703,-0.05419922,0.05029297,0.1845703,0.2348633,0.1958008,0.1538086,0.1391602,0.109375,0.121582,0.1801758,0.1767578,0.1860352,0.2695313,0.2695313,0.2744141,0.2709961,0.25,0.2456055,0.2387695,0.2285156,0.2182617,0.2060547,0.1958008,0.2041016,0.1772461
